Name,location,location_score,check_in_day,check_in_week,check_out_day,check_out_week,score,price
Aloft El Segundo - Los Angeles Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 15.9km",7,2023년 9월 19일,화요일,2023년 9월 20일,수요일,8.5,"295,175"
데이즈 인 앤 스위트 바이 윈덤 애너하임 앳 디즈니랜드 파크 (Days Inn & Suites by Wyndham Anaheim At Disneyland Park),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.1km",7,2023년 9월 19일,화요일,2023년 9월 20일,수요일,7.8,"199,820"
햄튼 인 앤 스위트 산타 모니카 (Hampton Inn & Suites Santa Monica),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.0km",7,2023년 9월 19일,화요일,2023년 9월 20일,수요일,7.7,"400,270"
Homewood Suites by Hilton Los Angeles International Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.2km",7,2023년 9월 19일,화요일,2023년 9월 20일,수요일,8.5,"238,504"
InterContinental - Los Angeles Downtown,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.8,"425,496"
힐튼 아나헤임 (Hilton Anaheim Hotel),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"336,827"
Four Points by Sheraton Los Angeles International Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.0km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.2,"129,620"
USC 호텔 (USC Hotel),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심까지 2.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.6,"129,620"
아벤투라 호텔 (Aventura Hotel),"코리아타운, 로스앤젤레스 (CA) - 도심까지 59m",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.5,"184,312"
로스앤젤레스 국제공항 (LAX)에 있는 숙소 (4성급) (4-star hotel in the LAX – Los Angeles International Airport neighborhood),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA)",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.0,"206,943"
The Biltmore Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"225,873"
미야코 호텔 로스앤젤레스 (Miyako Hotel Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.7,"210,218"
Rotex Western Inn - Adults Only,"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.3,"131,994"
로우스 할리우드 호텔 (Loews Hollywood Hotel),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.5,"293,914"
InterContinental - Los Angeles Downtown,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.8,"425,496"
더 라인 호텔 (The LINE Hotel),"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.9,"248,729"
프리핸드 로스앤젤레스 (Freehand Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.2,"27,717"
Sonesta Los Angeles Airport LAX,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.2km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.9,"167,325"
Extended Stay America Suites - Orange County - Anaheim Convention Center,"애너하임, 로스앤젤레스 (CA) - 도심까지 40.5km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.2,"167,325"
Four Points by Sheraton Los Angeles International Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.0km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.2,"129,620"
Libra Hotel - Adults Only,"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.9,"42,980"
로스엔젤레스 다운타운에 있는 숙소 (4성급) (4-star hotel in the Downtown Los Angeles neighborhood),"로스엔젤레스 다운타운, 로스앤젤레스 (CA)",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"185,498"
킹스 인 애너하임 앳 더 파크 앤 컨벤션 센터 (Kings Inn Anaheim at The Park & Convention Center),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.4km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.6,"145,073"
가든 스위트 호텔 (Garden Suite Hotel),"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.4,"181,942"
아벤투라 호텔 (Aventura Hotel),"코리아타운, 로스앤젤레스 (CA) - 도심까지 59m",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.5,"184,312"
citizenM Los Angeles Downtown,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.9,"258,438"
애너하임에 있는 숙소 (4성급) (4-star hotel in the Anaheim neighborhood),"애너하임, 로스앤젤레스 (CA)",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"209,215"
소피텔 로스 앤젤레스 앳 비벌리 힐스 호텔 (Sofitel Los Angeles at Beverly Hills Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.3,"404,774"
Anaheim Marriott Suites,"애너하임, 로스앤젤레스 (CA) - 도심까지 41.5km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.1,"156,571"
The Biltmore Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"225,873"
세임선 할리우드 (포멀리 워크 오프 페임 호스텔) (Samesun Hollywood (formerly Walk of Fame Hostel)),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.3,"42,621"
Redondo Beach Inn - Adults Only,"토런스, 로스앤젤레스 (CA) - 도심까지 17.0km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.4,"42,621"
옥스퍼드 팰리스 호텔 (Oxford Palace Hotel),"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.4,"243,840"
로스엔젤레스 다운타운에 있는 숙소 (4성급) (4-star hotel in the Downtown Los Angeles neighborhood),"로스엔젤레스 다운타운, 로스앤젤레스 (CA)",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"231,459"
킴튼 에벌리 호텔 (Kimpton Everly Hotel),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.3,"297,408"
H 바이 H 호스피탈리티 (H by H Hospitality),"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"165,874"
E 센트럴 호텔 다운타운 로스앤젤레스 (E Central Hotel Downtown Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.6,"185,997"
로스앤젤레스 국제공항 (LAX)에 있는 숙소 (3성급) (3-star hotel in the LAX – Los Angeles International Airport neighborhood),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA)",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.0,"461,117"
Anaheim Majestic Garden Hotel,"애너하임, 로스앤젤레스 (CA) - 도심까지 38.7km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.4,"196,153"
라마다 바이 윈덤 로스앤젤레스/윌셔 센터 (Ramada by Wyndham Los Angeles/Wilshire Center),"코리아타운, 로스앤젤레스 (CA) - 도심까지 33m",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.2,"162,841"
베스트웨스턴 플러스 선셋 플라자 호텔 (Best Western Plus Sunset Plaza Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.2,"358,894"
하워드 존슨 바이 윈덤 애너하임 호텔 앤 워터 플레이그라운드 (Howard Johnson by Wyndham Anaheim Hotel & Water Playground),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.7km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.8,"358,894"
레닥 게이트웨이 호텔 인 토랜스 (Redac Gateway Hotel in Torrance),"토런스, 로스앤젤레스 (CA) - 도심까지 22.0km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.1,"145,973"
글렌데일에 있는 숙소 (3성급) (3-star hotel in the Glendale neighborhood),"글렌데일, 로스앤젤레스 (CA)",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"365,491"
힐튼 로스앤젤레스 에어포트 (Hilton Los Angeles Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.1km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.8,"199,179"
Orange Drive Hostel - Adults Only,"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.7,"49,089"
홀리데이 인 로스앤젤레스 - LAX 에어포트 (Holiday Inn Los Angeles - LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.0km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.6,"173,255"
애너하임에 있는 숙소 (3.5성급) (3.5-star hotel in the Anaheim neighborhood),"애너하임, 로스앤젤레스 (CA)",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"308,038"
윌셔 크레스트 호텔 (Wilshire Crest Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.2,"199,999"
더 할리우드 루즈벨트 (The Hollywood Roosevelt),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.6,"326,181"
쉐라톤 게이트웨이 로스앤젤레스 호텔 (Sheraton Gateway Los Angeles Hotel),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.2km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"216,889"
하얏트 리젠시 로스앤젤레스 인터내셔널 에어포트 (Hyatt Regency Los Angeles International Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.3,"237,513"
Hotel Koxie,"코리아타운, 로스앤젤레스 (CA) - 도심까지 0.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.3,"130,024"
더블트리 바이 힐튼 로스엔젤레스 다운타운 호텔 (Doubletree by Hilton Los Angeles Downtown Hotel),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.6,"242,855"
더 웨스틴 로스앤젤레스 공항 (The Westin Los Angeles Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.1km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"238,706"
라마다 플라자 바이 윈덤 웨스트 할리우드 호텔 앤 스위트 (Ramada Plaza by Wyndham West Hollywood Hotel & Suites),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.2,"255,644"
"tommie Hollywood, part of Jdv by Hyatt","헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.2,"216,581"
미야코 하이브리드 호텔 (Miyako Hybrid Hotel),"토런스, 로스앤젤레스 (CA) - 도심까지 22.7km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.7,"231,235"
애너하임 호텔 (Anaheim Hotel),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.1km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.4,"265,379"
호텔 노르망디 로스앤젤레스 (Hotel Normandie Los Angeles),"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.1,"175,612"
라 퀸타 인 앤 스위트 바이 윈덤 LAX (La Quinta Inn & Suites by Wyndham LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.0km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.6,"169,464"
뉴 서울 호텔 (New Seoul Hotel),"코리아타운, 로스앤젤레스 (CA) - 도심까지 41m",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.5,"218,237"
비벌리 힐스 플라자 호텔 앤 스파 (Beverly Hills Plaza Hotel and Spa),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 3.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.3,"374,004"
더블트리 바이 힐튼 랙스 엘 세군도 (Doubletree By Hilton Lax El Segundo),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 16.1km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.4,"248,409"
더 가드프리 호텔 할리우드 (The Godfrey Hotel Hollywood),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.2,"274,320"
Hotel Indigo Los Angeles Downtown,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.4,"310,709"
수 카사 앳 베니스 비치 (Su Casa at Venice Beach),"베니스 비치, 로스앤젤레스 (CA) - 도심까지 11.6km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.8,"234,481"
알암브라 호텔 (Alhambra Hotel),"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 9.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.4,"234,481"
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills","비벌리 힐스, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.2,"573,922"
소네스타 실렉트 로스앤젤레스 LAX 엘 세군도 (Sonesta Select Los Angeles LAX El Segundo),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 15.8km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.9,"210,228"
에이스 호텔 다운타운 로스앤젤레스 (Ace Hotel Downtown Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.1,"292,851"
쉐라톤 그랜드 로스앤젤레스 (Sheraton Grand Los Angeles),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.4,"306,725"
비벌리 힐스 메리어트 (Beverly Hills Marriott),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 1.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.5,"479,979"
가와다 (Kawada Hotel),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심까지 0.4km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.5,"186,622"
힐튼 산타 모니카 호텔 앤 스위트 (Hilton Santa Monica Hotel & Suites),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.1km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.1,"502,079"
로스앤젤레스 에어포트 메리어트 (Los Angeles Airport Marriott),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.2km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.1,"228,439"
포 포인츠 바이 쉐라톤 로스앤젤레스 웨스트사이드 (Four Points by Sheraton Los Angeles Westside),"컬버 시티, 로스앤젤레스 (CA) - 도심까지 9.2km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.1,"305,801"
Sheraton Park Hotel at the Anaheim Resort,"애너하임, 로스앤젤레스 (CA) - 도심까지 40.4km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.3,"305,801"
더 웨스틴 보나벤처 호텔 앤 스위트 (The Westin Bonaventure Hotel and Suites),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.4,"264,502"
패서디나 호텔 앤 풀 (Pasadena Hotel & Pool),"파사데나, 로스앤젤레스 (CA) - 도심까지 14.2km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.6,"198,375"
힐튼 아나헤임 (Hilton Anaheim Hotel),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"336,827"
O Hotel by LuxUrban,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"186,421"
"호텔 룰루 BW 프리미어 컬렉션 (Hotel Lulu, BW Premier Collection)","애너하임, 로스앤젤레스 (CA) - 도심까지 40.4km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.5,"238,899"
힐튼 로스앤젤레스/유니버설 시티 (Hilton Los Angeles/Universal City),"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 2.9km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.3,"345,747"
Samesun Venice Beach,"베니스 비치, 로스앤젤레스 (CA) - 도심까지 11.7km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.2,"53,890"
굿 나이트 인 부에나 파크 (Good Nite Inn Buena Park ),"부에나 파크, 로스앤젤레스 (CA) - 도심까지 29.7km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"103,953"
Rumi hostel - Adults Only,"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.2,"33,331"
LAX Stadium Inn,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 14.1km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.5,"33,331"
데이즈 인 바이 윈덤 로스앤젤레스 LAX/ 레돈도&맨해튼비치 (Days Inn by Wyndham Los Angeles LAX/ Redondo&ManhattanBeach),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 18.2km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.0,"119,791"
미카도 호텔 (Mikado Hotel),"버뱅크, 로스앤젤레스 (CA) - 도심까지 7.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.8,"132,286"
HI 로스앤젤레스 - 산타 모니카 호스텔 (HI Los Angeles - Santa Monica Hostel),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.4km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.8,"61,602"
쉘터 호텔 (Shelter Hotel),"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.2,"215,653"
Wingate by Wyndham Los Angeles International Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,6.4,"206,973"
코트야드 로스앤젤레스 파사데나/몬로비아 (Courtyard Los Angeles Pasadena/Monrovia),"파사데나, 로스앤젤레스 (CA) - 도심까지 23.0km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.2,"216,889"
Travelodge by Wyndham LAX,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 15.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.4,"165,167"
할리우드 시티 인 (Hollywood City Inn),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.8,"148,423"
8th and Ardmore,"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.2,"31,692"
르네상스 롱 비치 호텔 (Renaissance Long Beach Hotel),"롱비치, 로스앤젤레스 (CA) - 도심까지 30.5km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.8,"31,692"
슈퍼 8 바이 윈덤 애너하임 - 디즈니랜드 드라이브 (Super 8 By Wyndham Anaheim - Disneyland Drive),"애너하임, 로스앤젤레스 (CA) - 도심까지 38.6km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.6,"138,863"
안다즈 웨스트 할리우드 (Andaz West Hollywood),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.7,"435,049"
게이트웨이 호텔 산타 모니카 (Gateway Hotel Santa Monica),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 9.4km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.3,"323,765"
더 딕시 할리우드 호텔 (The Dixie Hollywood Hotel),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.6,"185,322"
할리우드 호텔 - 더 호텔 오브 할리우드 니어 유니버설 스튜디오 (Hollywood Hotel - The Hotel of Hollywood Near Universal Studios),"헐리우드, 로스앤젤레스 (CA) - 도심까지 0.2km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.3,"208,714"
쇼트 스토리 호텔 (Short Stories Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.6,"332,069"
코르토나 인 & 스위트 애너하임 리조트 (Cortona Inn and Suites Anaheim Resort),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.6km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.9,"135,102"
Four Points by Sheraton Anaheim,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.1km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.7,"228,439"
Conrad Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,9.0,"467,980"
힐튼 패서디나 호텔 (Hilton Pasadena Hotel),"파사데나, 로스앤젤레스 (CA) - 도심까지 13.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.3,"277,088"
나이트 인 앳 유니버설 시티 (Nite Inn at Universal City),"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 3.2km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.1,"192,584"
베스트웨스턴 플러스 LA 미드-타운 호텔 (Best Western Plus LA Mid-Town Hotel),"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.9,"255,390"
Solara Inn and Suites,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.0km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.4,"122,428"
하얏트 리젠시 오렌지 카운티 (Hyatt Regency Orange County),"애너하임, 로스앤젤레스 (CA) - 도심까지 41.4km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.6,"227,990"
베스트웨스턴 플러스 스토발 인 (Best Western Plus Stovall Inn),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.7km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.4,"255,390"
호텔 델 플로레스 (Hotel del Flores),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 0.9km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,6.1,"140,721"
비포시텔 애너하임 (Bposhtels Anaheim),"애너하임, 로스앤젤레스 (CA) - 도심까지 41.2km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.9,"36,847"
페어필드 인 앤 스위트 로스앤젤레스 LAX/엘 세군도 (Fairfield Inn & Suites Los Angeles LAX/El Segundo),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 15.9km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.1,"248,973"
베본셔 로지 모텔 (Bevonshire Lodge Motel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.4,"248,973"
알라모 인 앤드 스위트 - 컨벤션 센터 (Alamo Inn and Suites - Convention Center),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.6km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.6,"214,579"
홀리데이 인 익스프레스 로스앤젤레스 LAX 에어포트 (Holiday Inn Express Los Angeles LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 11.7km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.5,"255,390"
더 호텔 할리우드 (The Hotel Hollywood),"헐리우드, 로스앤젤레스 (CA) - 지도에서 위치 보기",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.8,"143,820"
Omni Los Angeles at California Plaza,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.6,"291,385"
엘란 호텔 (Elan Hotel),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.7,"281,092"
호돈 플라자 인 LAX (Hawthorne Plaza Inn Near LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 14.8km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.9,"111,480"
마마 쉘터 로스앤젤레스 (Mama Shelter Los Angeles),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,9.0,"241,414"
오션 파크 호텔 (Ocean Park Hotel),"산타 모니카, 로스앤젤레스 (CA) - 지도에서 위치 보기",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.6,"122,236"
윈덤 애너하임 (Wyndham Anaheim),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.4km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.9,"280,680"
쉐라톤 세리토스 호텔 (Sheraton Cerritos Hotel),"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 25.8km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.6,"280,680"
힐튼 체커스 로스앤젤레스 호텔 (Hilton Checkers Los Angeles Hotel),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,7.9,"280,904"
애너하임 메리어트 (Anaheim Marriott),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.3km",7,2023년 9월 20일,수요일,2023년 9월 21일,목요일,8.7,"589,066"
