Name,location,location_score,check_in_day,check_in_week,check_out_day,check_out_week,score,price
컴포트 인 코카투 니어 로스앤젤레스 에어포트 (Comfort Inn Cockatoo Near LAX Airport),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 14.1km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.9,"274,243"
"The Viv Hotel, Anaheim, a Tribute Portfolio Hotel","애너하임, 로스앤젤레스 (CA) - 도심까지 40.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.0,"292,608"
웨스트드리프트 맨하탄 비치 오토그래프 컬렉션 (Westdrift Manhattan Beach Autograph Collection),"비치 시티스, 로스앤젤레스 (CA) - 도심까지 18.2km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.4,"292,608"
알파인 인 니어 컨벤션 센터 앤 더 파크 (Alpine Inn near Convention Center and the Park),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.1km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.9,"230,057"
더블트리 호텔 몬로비아 파사데나 에어리어 (Doubletree Hotel Monrovia Pasadena Area),"파사데나, 로스앤젤레스 (CA) - 도심까지 22.7km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.5,"339,158"
La Quinta Inn & Suites by Wyndham Buena Park,"부에나 파크, 로스앤젤레스 (CA) - 도심까지 28.2km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.8,"173,773"
글렌데일 익스프레스 호텔 (Glendale Express Hotel),"글렌데일, 로스앤젤레스 (CA) - 도심까지 6.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.7,"196,793"
모자이크 호텔 (Mosaic Hotel),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 1.8km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.8,"330,583"
플라자 라 레이나 (Plaza la Reina),"웨스트우드, 로스앤젤레스 (CA) - 도심까지 4.9km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.9,"356,088"
쇼어 호텔 (Shore Hotel),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.7,"524,359"
"Hotel Fera Anaheim, a DoubleTree by Hilton","애너하임, 로스앤젤레스 (CA) - 도심까지 43.0km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.8,"193,057"
햄튼 인 앤 스위트 애너하임 리조트 컨벤션 센터 (Hampton Inn & Suites Anaheim Resort Convention Center),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.9km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.1,"248,825"
호텔 웨스트 인 할리우드 (Hotel West Inn Hollywood LA),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.0,"248,825"
The Adler a Hollywood Hotel,"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.8,"370,880"
Hotel Ziggy Los Angeles,"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.2,"289,317"
Disney's Paradise Pier Hotel,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.8,"680,383"
르 본 호텔 헐리우드 (Le Bon Hotel Hollywood),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,6.9,"193,896"
햄튼 인 앤 스위트 산타 모니카 (Hampton Inn & Suites Santa Monica),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.0km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.7,"412,064"
"The Langham Huntington, Pasadena","파사데나, 로스앤젤레스 (CA) - 도심까지 12.6km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.9,"577,515"
Motel Sakura - Adults Only,"글렌데일, 로스앤젤레스 (CA) - 도심까지 7.2km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.4,"182,158"
호텔 브랜드우드 (Hotel Brandwood),"글렌데일, 로스앤젤레스 (CA) - 도심까지 6.6km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.1,"177,624"
더 혹스턴 다운타운 LA (The Hoxton Downtown LA),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.6,"255,634"
월드 모텔 (World Motel),"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 12.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.5,"255,634"
버벌리 인 호텔 (Beverly Inn),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,6.6,"125,031"
굿 나이트 인 칼라바사스 (Good Nite Inn Calabasas),"카노가 공원, 로스앤젤레스 (CA) - 도심까지 29.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.4,"137,449"
더 BLVD 호텔 앤 스파 (The BLVD Hotel & Spa),"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 3.4km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.7,"299,999"
힐튼 롱 비치 (Hilton Long Beach),"롱비치, 로스앤젤레스 (CA) - 도심까지 30.3km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.1,"291,734"
The Metric - Los Angeles Downtown,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.2,"284,020"
호텔 준 (Hotel June),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 12.3km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.2,"267,236"
아메리칸 호텔 (American Hotel),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 지도에서 위치 보기",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.9,"145,457"
팔리호텔 멜로즈 (Palihotel Melrose),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.8,"340,092"
스프링힐 스위트 애너하임 메인게이트 (SpringHill Suites Anaheim Maingate),"애너하임, 로스앤젤레스 (CA) - 도심까지 38.4km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.9,"252,823"
마유미 (Mayumi),"컬버 시티, 로스앤젤레스 (CA) - 도심까지 7.9km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.8,"261,899"
호텔 MDR 마리나 델 레이 - 어 더블트리 바이 힐튼 (Hotel MDR Marina del Rey - a DoubleTree by Hilton),"마리나 델 레이, 로스앤젤레스 (CA) - 도심까지 10.3km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.7,"332,386"
더 암브로스 호텔 (The Ambrose Hotel),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 9.4km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.7,"418,458"
하얏트 리젠시 롱 비치 (Hyatt Regency Long Beach),"롱비치, 로스앤젤레스 (CA) - 도심까지 30.9km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.7,"295,367"
모텔 6 애너하임 메인게이트 (Motel 6 Anaheim Maingate),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.6km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.5,"126,296"
햄프턴 인 앤 스위트 애너하임 가든 그로브 (Hampton Inn & Suites Anaheim Garden Grove),"애너하임, 로스앤젤레스 (CA) - 도심까지 41.1km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.8,"186,886"
Hilton Garden Inn Anaheim Resort,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.8km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.6,"276,285"
슈퍼 8 바이 윈덤 토런스 Lax 에어포트 에어리아 (Super 8 By Wyndham Torrance Lax Airport Area),"토런스, 로스앤젤레스 (CA) - 도심까지 24.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,6.9,"148,871"
타운플레이스 스위트 애너하임 메인게이트 니어 엔젤 스타디움 (TownePlace Suites Anaheim Maingate Near Angel Stadium),"애너하임, 로스앤젤레스 (CA) - 도심까지 42.1km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.6,"250,141"
라스 팔마스 호텔 (Las Palmas Hotel),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.5,"250,141"
호텔 페르 라 (Hotel Per La),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.8,"419,892"
Lincoln Hotel Monterey Park/Los Angeles,"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 11.0km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.0,"189,938"
Disney's Grand Californian Hotel & Spa,"애너하임, 로스앤젤레스 (CA) - 도심까지 39.4km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.7,"1,091,596"
Glendale Hotel,"글렌데일, 로스앤젤레스 (CA) - 도심까지 7.2km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.4,"233,009"
하이랜드 인 니어 패서디나 시빅 센터 (Hyland Inn near Pasadena Civic Center),"파사데나, 로스앤젤레스 (CA) - 도심까지 16.7km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.2,"169,720"
콜로니 인 앤 스위트 (COLONY INN & SUITES),"부에나 파크, 로스앤젤레스 (CA) - 도심까지 32.1km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.3,"99,999"
매그놀리아 트리 호텔 인 애너하임 (MAGNOLIA TREE HOTEL IN ANAHEIM),"애너하임, 로스앤젤레스 (CA) - 도심까지 41.1km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.4,"149,652"
AC Hotel by Marriott Downtown Los Angeles,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.1,"550,565"
Hampton Inn Los Angeles/Arcadia/Pasadena,"파사데나, 로스앤젤레스 (CA) - 도심까지 22.4km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.7,"217,149"
스테이플스 센터 인 (Metropolitan Inn & Suites),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.1,"217,149"
투스칸 가든 인 (Tuscan Garden Inn),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.6,"173,255"
홀리데이 로지 (Holiday Lodge),"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.0,"162,388"
LA modern hostel,"웨스트 할리우드, 로스앤젤레스 (CA) - 도심까지 2.8km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.9,"45,292"
애너하임 아일랜더 인 앤 스위트 (Anaheim Islander Inn and Suites),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.8,"190,374"
더 런던 웨스트 할리우드 앳 비벌리 힐스 (The London West Hollywood at Beverly Hills),"웨스트 할리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.9,"640,400"
할리우드 스타즈 인 (Hollywood Stars Inn),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.5,"155,875"
Four Seasons Hotel Los Angeles At Beverly Hills,"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 22m",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.3,"1,430,955"
애너하임 데저트 인 앤 스위트 (Anaheim Desert Inn & Suites),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.9km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.6,"301,996"
ALO 호텔 (ALO Hotel),"애너하임, 로스앤젤레스 (CA) - 도심까지 43.0km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.7,"229,723"
Dunes Inn Sunset,"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.1,"229,723"
홀리데이 인 익스프레스 호텔 앤 스위트 로스앤젤레스 에어포트 호손 (Holiday Inn Express Hotel & Suites Los Angeles Airport Hawthorne),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 14.1km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.8,"258,727"
"La Casa Motel, Burbank Airport","버뱅크, 로스앤젤레스 (CA) - 도심까지 11.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.7,"129,273"
햄튼 인 앤 스위트 로스앤젤레스/글렌데일 CA (Hampton Inn and Suites Los Angeles/Glendale CA),"글렌데일, 로스앤젤레스 (CA) - 도심까지 5.8km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.0,"386,103"
베스트웨스턴 버뱅크 에어포트 인 (Best Western Burbank Airport Inn),"버뱅크, 로스앤젤레스 (CA) - 도심까지 11.2km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.1,"229,838"
Waldorf Astoria Beverly Hills,"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 2.0km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.2,"1,349,076"
베이몬트 바이 윈덤 몬테레이 파크 (Baymont by Wyndham Monterey Park),"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 11.4km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.9,"227,156"
데이즈 인 앤 스위트 바이 윈덤 애너하임 앳 디즈니랜드 파크 (Days Inn & Suites by Wyndham Anaheim At Disneyland Park),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.1km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.8,"242,556"
더 웨스틴 파사데나 (The Westin Pasadena),"파사데나, 로스앤젤레스 (CA) - 도심까지 13.6km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.4,"460,857"
베스트웨스턴 플러스 사우스 배이 호텔 LAX (Best Western Plus South Bay Hotel LAX),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 17.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.6,"174,525"
MyStayLA,"코리아타운, 로스앤젤레스 (CA) - 도심까지 1.8km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.3,"174,525"
Homewood Suites by Hilton Los Angeles International Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 13.2km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.5,"343,943"
Hotel H-Wood,"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,6.3,"217,044"
Hyatt Place El Segundo,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 15.4km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.3,"286,910"
더 웨스틴 에너하임 리조트 (The Westin Anaheim Resort),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.9km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.1,"379,877"
코트야드 로스앤젤레스 LAX/호손 (Courtyard Los Angeles LAX/Hawthorne),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 15.4km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.7,"229,851"
제네바 모텔 (Geneva Motel),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 11.1km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.2,"127,193"
더 비버리 힐튼 호텔 (The Beverly Hilton Hotel),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 2.0km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.2,"554,992"
Trend Hotel at LAX Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 14.0km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.7,"184,793"
미스터 씨 비벌리 힐스 호텔 (Mr. C Beverly Hills Hotel),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 1.6km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.2,"429,360"
하얏트 플레이스 파사데나 (Hyatt Place Pasadena),"파사데나, 로스앤젤레스 (CA) - 도심까지 13.3km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.6,"397,331"
엠버시 스위트 바이 힐튼 애너하임 오렌지 (Embassy Suites by Hilton Anaheim Orange),"애너하임, 로스앤젤레스 (CA) - 도심까지 42.7km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.1,"421,521"
Homewood Suites by Hilton Anaheim Resort - Convention Center,"애너하임, 로스앤젤레스 (CA) - 도심까지 40.7km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.8,"248,779"
Hometel suites Hotel,"코리아타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.7,"223,910"
Embassy Suites by Hilton Arcadia Pasadena Area,"파사데나, 로스앤젤레스 (CA) - 도심까지 22.3km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.3,"292,319"
"The Wayfarer Downtown LA, Tapestry Collection by Hilton","로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.8,"280,713"
페어몬트 센추리 플라자 (Fairmont Century Plaza),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 2.6km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.6,"594,841"
LYFE INN & SUITES by AGA - LAX Airport,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 12.9km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.0,"180,117"
트래블로지 바이 윈덤 실마 (Travelodge by Wyndham Sylmar CA),"산타 클라리타, 로스앤젤레스 (CA) - 도심까지 25.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.7,"141,812"
Found Santa Monica powered by Sonder,"산타 모니카, 로스앤젤레스 (CA) - 도심까지 7.7km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.4,"141,812"
카사 델 마르 (Casa Del Mar),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.0,"816,823"
센추리 파크 호텔 LA - 성인 전용 (Century Park Hotel LA - Adults Only),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 3.1km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.9,"252,294"
Best Western Plus Carriage Inn,"카노가 공원, 로스앤젤레스 (CA) - 도심까지 11.4km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.1,"217,082"
더 메이본 비벌리 힐스 (The Maybourne Beverly Hills),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 0.8km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.3,"1,154,087"
페어필드 인 바이 메리어트 애너하임 리조트 (Fairfield Inn by Marriott Anaheim Resort),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.7km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.3,"336,242"
모텔 6 할리우드 (Motel 6 Hollywood),"헐리우드, 로스앤젤레스 (CA) - 지도에서 위치 보기",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.1,"191,376"
H3 인 앤 스위트 - LAX 공항 - 로스앤젤레스 (H3 Inn & Suites - LAX Aiport - Los Angeles),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 12.7km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.2,"163,244"
식스티 비벌리 힐스 호텔 (Sixty Beverly Hills Hotel),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 0.6km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.0,"413,437"
가든 인 산 가브리엘 (Garden Inn San Gabriel),"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 16.2km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.4,"129,565"
할리우드 인 익스프레스 노스 (Hollywood Inn Express North),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.3,"129,565"
페어필드 인 앤 스위트 애너하임 노스/부에나 파크 (Fairfield Inn & Suites Anaheim North/Buena Park),"부에나 파크, 로스앤젤레스 (CA) - 도심까지 30.6km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.2,"216,889"
델타 호텔 바이 메리어트 애너하임 가든 그로브 (Delta Hotels by Marriott Anaheim Garden Grove),"애너하임, 로스앤젤레스 (CA) - 도심까지 41.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.9,"229,723"
트래블로지 바이 윈덤 파사데나 센트럴 (Travelodge by Wyndham Pasadena Central),"파사데나, 로스앤젤레스 (CA) - 도심까지 16.2km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.2,"145,328"
호텔 카멜 바이 더 씨 (Hotel Carmel By The Sea),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 11.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.0,"373,992"
"Downtown Los Angeles Proper Hotel, a Member of Design Hotels","로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.9,"402,724"
시르타즈 호텔 (Sirtaj Hotel),"비벌리 힐스, 로스앤젤레스 (CA) - 도심까지 0.8km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.6,"299,153"
햄튼 인 앤 스위트 부에나 파크 (Hampton Inn and Suites Buena Park),"부에나 파크, 로스앤젤레스 (CA) - 도심까지 28.8km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.0,"234,483"
르 메르디앙 델피나 산타 모니카 (Le Méridien Delfina Santa Monica),"산타 모니카, 로스앤젤레스 (CA) - 도심까지 10.9km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.8,"499,230"
아메리카스 베스트 밸류 인 앤 스위트 애너하임 컨벤션 센터 (Americas Best Value Inn & Suites Anaheim Convention Center),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.9,"268,224"
페어필드 인 앤 스위트 에너하임 로스 알라미토스 (Fairfield Inn & Suites Anaheim Los Alamitos),"애너하임, 로스앤젤레스 (CA) - 도심까지 30.6km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.2,"268,224"
The Live Hotel,"로스엔젤레스 다운타운, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.9,"256,674"
애너하임 포르토피노 인 앤 스위트 (Anaheim Portofino Inn & Suites),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.3km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.8,"188,360"
베스트웨스턴 로열 팰리스 인 앤 스위트 (Best Western Royal Palace Inn and Suites),"웨스트우드, 로스앤젤레스 (CA) - 도심까지 5.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.9,"269,918"
더 갈랜드 (The Garland),"유니버셜 시티, 로스앤젤레스 (CA) - 도심까지 4.2km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,9.0,"399,384"
보카이 가든 호텔 (Bokai Garden Hotel),"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 15.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,6.6,"127,053"
리비에라 모텔 (Riviera Motel),"애너하임, 로스앤젤레스 (CA) - 도심까지 40.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.0,"128,035"
LEXEN HOTEL - NORTH HOLLYWOOD NEAR UNIVERSAL STUDIOS,"버뱅크, 로스앤젤레스 (CA) - 도심까지 6.7km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.7,"246,993"
소네스타 레돈도 비치 앤 마리나 (Sonesta Redondo Beach & Marina),"비치 시티스, 로스앤젤레스 (CA) - 도심까지 24.1km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.2,"406,828"
AC Hotel by Marriott Los Angeles South Bay,"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 15.3km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.8,"356,776"
멜로즈 호스텔 - 성인 전용 (Melrose Hostel - Adults Only),"헐리우드, 로스앤젤레스 (CA) - 도심에 위치",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.7,"356,776"
레돈도 피어 인 (Redondo Pier Inn),"비치 시티스, 로스앤젤레스 (CA) - 도심까지 24.4km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.6,"188,448"
홈우드 스위트 바이 힐튼 로스앤젤레스 레돈도 비치 (Homewood Suites by Hilton Los Angeles Redondo Beach),"비치 시티스, 로스앤젤레스 (CA) - 도심까지 18.4km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.5,"246,099"
Extended Stay America Suites - Los Angeles - Carson,"토런스, 로스앤젤레스 (CA) - 도심까지 18.3km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.0,"184,150"
Extended Stay America Suites - Los Angeles - Torrance - Del Amo Circle,"토런스, 로스앤젤레스 (CA) - 도심까지 24.2km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.0,"166,825"
더블트리 바이 힐튼 로스앤젤레스 로즈미드 (Doubletree By Hilton Los Angeles Rosemead),"이스트 로스앤젤레스, 로스앤젤레스 (CA) - 도심까지 14.5km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.0,"183,342"
바가본드 인 산 페드로 (Vagabond Inn San Pedro),"팔로스 버디스, 로스앤젤레스 (CA) - 도심까지 32.7km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,6.8,"152,777"
애너하임 카멜롯 인 앤 스위트 (ANAHEIM CAMELOT INN AND SUITES),"애너하임, 로스앤젤레스 (CA) - 도심까지 39.8km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.5,"358,920"
데이즈 인 바이 윈덤 로스앤젤레스 LAX/베니스 비치/마리나 델레이 (Days Inn by Wyndham Los Angeles LAX/VeniceBch/Marina DelRay),"로스앤젤레스 국제공항 (LAX), 로스앤젤레스 (CA) - 도심까지 11.3km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,7.4,"199,422"
Embassy Suites by Hilton Anaheim South,"애너하임, 로스앤젤레스 (CA) - 도심까지 41.2km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.2,"252,683"
퀄리티 인 앤 스위트 에르모사 비치 (Quality Inn & Suites Hermosa Beach),"비치 시티스, 로스앤젤레스 (CA) - 도심까지 22.3km",7,2023년 9월 9일,토요일,2023년 9월 10일,일요일,8.3,"212,718"
