index,departure_date,departure_day,departure_time,class,arrival_date,arrival_day,arrival_time,flight_time,flight_type,price,airlines,port_d,port_a
0,09-01,금,오후 5:00,이코노미,09-03,일,오후 12:45,27:45,1,"866,387",중화항공,LAX,GMP
1,09-01,금,오후 12:50,이코노미,09-03,일,오전 5:50,25:45,1,"912,815",필리핀항공,LAX,ICN
2,09-01,금,오후 12:40,이코노미,09-02,토,오후 5:35,12:55,0,"1,198,894",아시아나,LAX,ICN
3,09-01,금,오후 7:10,이코노미,09-03,일,오후 7:00,31:50,2,"854,693","스피릿항공, 하와이안항공",LAX,ICN
4,09-01,금,오후 5:00,이코노미,09-03,일,오전 11:10,26:10,1,"866,387",중화항공,LAX,ICN
5,09-01,금,오후 11:40,이코노미,09-03,일,오후 7:35,27:55,1,"907,147",필리핀항공,LAX,ICN
6,09-01,금,오후 12:50,이코노미,09-03,일,오후 7:35,38:45,1,"931,634",필리핀항공,LAX,ICN
7,09-01,금,오후 11:40,이코노미,09-04,월,오전 5:50,38:10,1,"931,634",필리핀항공,LAX,ICN
8,09-01,금,오후 8:25,이코노미,09-03,일,오후 7:00,30:35,2,"938,325","스피릿항공, 하와이안항공",LAX,ICN
9,09-01,금,오전 12:15,이코노미,09-02,토,오후 12:40,20:25,1,"955,328",샤먼항공,LAX,ICN
10,09-01,금,오후 12:15,이코노미,09-03,일,오전 11:00,30:45,1,"978,971",에바항공,LAX,ICN
11,09-01,금,오전 7:00,이코노미,09-02,토,오후 7:00,20:45,1,"1,089,508",하와이안항공,LAX,ICN
12,09-01,금,오전 1:15,이코노미,09-02,토,오후 7:15,26:45,1,"1,090,020",캐세이패시픽항공,LAX,ICN
13,09-01,금,오전 1:15,이코노미,09-02,토,오후 9:15,28:45,1,"1,090,020",캐세이패시픽항공,LAX,ICN
14,09-01,금,오전 10:50,이코노미,09-02,토,오후 3:45,12:55,0,"1,133,774",Air Premia Inc,LAX,ICN
15,09-01,금,오후 8:25,이코노미,09-03,일,오후 7:00,30:35,2,"1,141,962","알래스카항공, 하와이안항공",BUR,ICN
16,09-01,금,오후 9:55,이코노미,09-03,일,오전 11:10,21:15,2,"1,161,280","알래스카항공, 중화항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
17,09-01,금,오후 6:45,이코노미,09-03,일,오전 11:20,24:35,1,"1,189,810",핀란드항공,LAX,ICN
18,09-01,금,오후 9:55,이코노미,09-03,일,오후 12:45,22:50,2,"1,211,175","알래스카항공, 중화항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
19,09-01,금,오전 12:50,이코노미,09-02,토,오전 11:00,18:10,1,"1,211,815",에바항공아시아나,LAX,ICN
20,09-01,금,오전 12:50,이코노미,09-02,토,오후 12:50,20:10,1,"1,211,815",에바항공,LAX,GMP
21,09-01,금,오전 12:50,이코노미,09-02,토,오후 6:45,25:55,1,"1,211,815",에바항공,LAX,ICN
22,09-01,금,오전 1:25,이코노미,09-02,토,오전 11:00,17:35,1,"1,211,815",에바항공아시아나,LAX,ICN
23,09-01,금,오전 1:25,이코노미,09-02,토,오후 6:45,25:20,1,"1,211,815",에바항공,LAX,ICN
24,09-01,금,오전 10:00,이코노미,09-02,토,오후 7:00,17:20,1,"1,217,444",하와이안항공,LAX,ICN
25,09-01,금,오전 6:00,이코노미,09-02,토,오후 7:00,21:20,2,"1,218,724","알래스카항공, 하와이안항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
26,09-01,금,오후 6:00,이코노미,09-03,일,오후 7:00,33:20,1,"1,244,413",하와이안항공,LAX,ICN
27,09-01,금,오전 12:15,이코노미,09-02,토,오후 7:15,27:20,1,"1,248,661",캐세이패시픽항공,LAX,ICN
28,09-01,금,오전 12:15,이코노미,09-02,토,오후 9:15,29:20,1,"1,248,661",캐세이패시픽항공,LAX,ICN
29,09-01,금,오후 7:15,이코노미,09-03,일,오후 12:45,25:30,2,"1,262,350","알래스카항공, 중화항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
31,09-01,금,오전 12:45,이코노미,09-02,토,오전 11:10,18:25,1,"1,266,828",중화항공,LAX,ICN
32,09-01,금,오전 12:45,이코노미,09-02,토,오후 7:45,27:25,1,"1,266,828",중화항공,LAX,ICN
33,09-01,금,오전 12:40,이코노미,09-02,토,오후 3:30,22:50,1,"1,267,468",아메리칸항공,LAX,ICN
34,09-01,금,오전 1:30,이코노미,09-02,토,오후 3:30,22:50,1,"1,267,468",아메리칸항공,LAX,ICN
35,09-01,금,오후 6:30,이코노미,09-03,일,오후 3:30,29:50,1,"1,267,468",아메리칸항공,LAX,ICN
36,09-01,금,오후 11:45,이코노미,09-03,일,오후 3:30,23:45,1,"1,267,468",아메리칸항공,LAX,ICN
37,09-01,금,오후 8:25,이코노미,09-03,일,오후 4:25,28:45,2,"1,273,225","알래스카항공, 에어캐나다유나이티드항공운항사: Air Canada Express - Jazz",BUR,ICN
39,09-01,금,오전 12:15,이코노미,09-02,토,오후 4:30,24:15,1,"1,286,658",델타항공,LAX,ICN
40,09-01,금,오전 6:00,이코노미,09-02,토,오후 2:45,16:45,1,"1,286,658",유나이티드항공,LAX,ICN
41,09-01,금,오전 8:15,이코노미,09-02,토,오후 2:45,14:30,1,"1,286,658",유나이티드항공,LAX,ICN
42,09-01,금,오전 10:40,이코노미,09-03,일,오전 4:20,25:40,1,"1,286,658",유나이티드항공,LAX,ICN
43,09-01,금,오전 11:35,이코노미,09-03,일,오전 4:20,24:45,1,"1,286,658",유나이티드항공,LAX,ICN
44,09-01,금,오후 12:18,이코노미,09-03,일,오전 4:20,24:02,2,"1,286,658",유나이티드항공,LAX,ICN
46,09-01,금,오후 12:50,이코노미,09-03,일,오전 4:20,23:30,2,"1,286,658",유나이티드항공,LAX,ICN
48,09-01,금,오후 1:52,이코노미,09-03,일,오전 4:20,22:28,1,"1,286,658",유나이티드항공,LAX,ICN
49,09-01,금,오후 2:26,이코노미,09-03,일,오전 4:20,21:54,2,"1,286,658",유나이티드항공,LAX,ICN
51,09-01,금,오후 4:10,이코노미,09-03,일,오전 4:20,20:10,1,"1,286,658",유나이티드항공,LAX,ICN
52,09-01,금,오후 4:13,이코노미,09-03,일,오전 4:20,20:07,2,"1,286,658",유나이티드항공,LAX,ICN
53,09-01,금,오후 5:10,이코노미,09-03,일,오전 4:20,19:10,1,"1,286,658",유나이티드항공,LAX,ICN
54,09-01,금,오후 6:35,이코노미,09-03,일,오후 4:30,29:55,1,"1,286,658",델타항공,LAX,ICN
55,09-01,금,오후 6:45,이코노미,09-03,일,오전 4:20,17:35,1,"1,286,658",유나이티드항공,LAX,ICN
56,09-01,금,오후 11:25,이코노미,09-03,일,오후 4:30,25:05,1,"1,286,658",델타항공,LAX,ICN
57,09-01,금,오전 9:50,이코노미,09-02,토,오후 10:05,20:15,1,"1,295,358","델타항공, 대한항공",LAX,GMP
58,09-01,금,오후 5:20,이코노미,09-03,일,오후 4:25,31:05,1,"1,298,812",에어캐나다,LAX,ICN
59,09-01,금,오후 10:00,이코노미,09-03,일,오후 4:25,26:25,1,"1,298,812",에어캐나다,LAX,ICN
60,09-01,금,오전 6:00,이코노미,09-03,일,오전 4:20,30:20,1,"1,303,827",유나이티드항공,LAX,ICN
61,09-01,금,오전 8:15,이코노미,09-03,일,오전 4:20,28:05,1,"1,303,827",유나이티드항공,LAX,ICN
62,09-01,금,오전 12:50,이코노미,09-02,토,오후 6:35,25:45,1,"1,304,441",전일본공수,LAX,GMP
63,09-01,금,오후 4:50,이코노미,09-03,일,오전 11:05,26:15,1,"1,304,441",전일본공수,LAX,GMP
64,09-01,금,오후 4:50,이코노미,09-03,일,오후 6:35,33:45,1,"1,304,441",전일본공수유나이티드항공,LAX,GMP
65,09-01,금,오후 4:05,이코노미,09-03,일,오후 4:25,32:20,2,"1,309,047","알래스카항공, 에어캐나다운항사: Air Canada Express - Jazz",BUR,ICN
66,09-01,금,오후 5:10,이코노미,09-03,일,오전 11:05,25:55,2,"1,310,198","유나이티드항공, 전일본공수",LAX,GMP
67,09-01,금,오후 6:45,이코노미,09-03,일,오전 11:05,24:20,2,"1,310,198","유나이티드항공, 전일본공수",LAX,GMP
68,09-01,금,오후 10:40,이코노미,09-03,일,오전 11:05,20:25,2,"1,310,198","유나이티드항공, 전일본공수",LAX,GMP
69,09-01,금,오후 5:50,이코노미,09-03,일,오전 4:00,18:10,1,"1,315,955","알래스카항공, 아시아나",LAX,ICN
70,09-01,금,오후 12:45,이코노미,09-03,일,오전 11:05,30:20,1,"1,317,747",전일본공수,LAX,GMP
71,09-01,금,오후 11:00,이코노미,09-03,일,오전 4:00,13:20,0,"1,324,271",아시아나,LAX,ICN
72,09-01,금,오전 9:00,이코노미,09-02,토,오후 7:00,18:20,1,"1,326,190","알래스카항공, 하와이안항공",LAX,ICN
73,09-01,금,오전 8:00,이코노미,09-02,토,오후 5:45,17:45,1,"1,330,028","알래스카항공, 아시아나",LAX,ICN
74,09-01,금,오후 4:00,이코노미,09-03,일,오전 4:00,20:45,1,"1,330,028","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
75,09-01,금,오후 7:15,이코노미,09-03,일,오전 4:00,16:45,1,"1,330,028","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
76,09-01,금,오전 12:45,이코노미,09-03,일,오후 12:45,44:45,1,"1,330,796",중화항공,LAX,GMP
77,09-01,금,오전 7:45,이코노미,09-03,일,오후 4:25,40:40,2,"1,330,796","알래스카항공, 에어캐나다운항사: Air Canada Express - Jazz",BUR,ICN
78,09-01,금,오후 6:45,이코노미,09-03,일,오전 4:00,17:15,1,"1,331,180","유나이티드항공, 아시아나",LAX,ICN
79,09-01,금,오후 4:38,이코노미,09-03,일,오후 3:30,30:52,2,"1,331,436",아메리칸항공운항사: Envoy Air as American Eagle,BUR,ICN
81,09-01,금,오전 6:00,이코노미,09-02,토,오후 7:00,21:52,2,"1,332,843","유나이티드항공, 아시아나",LAX,ICN
82,09-01,금,오전 8:15,이코노미,09-02,토,오후 7:00,18:45,2,"1,332,843","유나이티드항공, 아시아나",LAX,ICN
83,09-01,금,오전 6:00,이코노미,09-03,일,오전 4:00,30:45,1,"1,337,653","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
84,09-01,금,오전 7:45,이코노미,09-03,일,오전 4:00,28:15,1,"1,337,653","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
85,09-01,금,오전 8:15,이코노미,09-02,토,오후 7:00,18:45,2,"1,341,543",하와이안항공,LAX,ICN
86,09-01,금,오전 10:00,이코노미,09-03,일,오전 4:00,26:45,1,"1,343,334","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
87,09-01,금,오후 4:05,이코노미,09-03,일,오후 4:25,32:20,2,"1,345,035","알래스카항공, 에어캐나다운항사: Air Canada Express - Jazz",BUR,ICN
88,09-01,금,오전 10:39,이코노미,09-03,일,오전 4:20,25:41,1,"1,350,626",유나이티드항공운항사: Skywest DBA United Express,BUR,ICN
89,09-01,금,오후 2:12,이코노미,09-03,일,오전 4:20,22:08,1,"1,350,626",유나이티드항공운항사: Skywest DBA United Express,BUR,ICN
90,09-01,금,오후 6:57,이코노미,09-03,일,오전 4:20,17:23,1,"1,350,626",유나이티드항공운항사: Skywest DBA United Express,BUR,ICN
91,09-01,금,오후 12:29,이코노미,09-03,일,오후 3:30,35:01,1,"1,355,718",아메리칸항공,BUR,ICN
92,09-01,금,오전 7:45,이코노미,09-03,일,오후 4:25,40:40,2,"1,364,098","알래스카항공, 에어캐나다운항사: Air Canada Express - Jazz",BUR,ICN
94,09-01,금,오후 1:05,이코노미,09-03,일,오후 4:25,35:20,2,"1,366,618","알래스카항공, 에어캐나다운항사: Air Canada Express - Jazz",BUR,ICN
95,09-01,금,오전 7:00,이코노미,09-03,일,오전 4:20,29:20,1,"1,367,936",유나이티드항공운항사: Skywest DBA United Express,BUR,ICN
96,09-01,금,오전 6:00,이코노미,09-02,토,오후 5:45,19:45,2,"1,378,644","알래스카항공, 아시아나운항사: Horizon Air as Alaska Horizon",LAX,ICN
98,09-01,금,오후 4:20,이코노미,09-03,일,오전 4:00,19:40,2,"1,378,644","알래스카항공, 아시아나",LAX,ICN
99,09-01,금,오후 5:15,이코노미,09-03,일,오전 4:20,19:05,2,"1,386,448",유나이티드항공,LAX,ICN
100,09-01,금,오후 10:40,이코노미,09-03,일,오후 2:45,24:05,1,"1,386,448",유나이티드항공,LAX,ICN
101,09-01,금,오전 7:00,이코노미,09-02,토,오후 7:00,20:05,2,"1,396,939","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,ICN
102,09-01,금,오후 1:05,이코노미,09-03,일,오후 4:25,35:20,2,"1,402,607","알래스카항공, 에어캐나다운항사: Air Canada Express - Jazz",BUR,ICN
104,09-01,금,오후 1:52,이코노미,09-03,일,오후 2:45,32:53,1,"1,404,040",유나이티드항공,LAX,ICN
105,09-01,금,오후 4:10,이코노미,09-03,일,오후 2:45,30:35,1,"1,404,040",유나이티드항공,LAX,ICN
106,09-01,금,오후 5:10,이코노미,09-03,일,오후 2:45,29:35,1,"1,404,040",유나이티드항공,LAX,ICN
107,09-01,금,오후 6:45,이코노미,09-03,일,오후 2:45,28:35,1,"1,404,040",유나이티드항공,LAX,ICN
108,09-01,금,오전 6:15,이코노미,09-02,토,오후 4:25,18:10,1,"1,404,999",에어캐나다,LAX,ICN
109,09-01,금,오전 9:00,이코노미,09-02,토,오후 4:25,15:25,1,"1,404,999",에어캐나다,LAX,ICN
110,09-01,금,오전 6:00,이코노미,09-02,토,오후 4:25,18:25,2,"1,411,396","알래스카항공, 에어캐나다운항사: Air Canada Express - Jazz",LAX,ICN
111,09-01,금,오전 7:00,이코노미,09-02,토,오후 2:45,15:45,1,"1,420,991",유나이티드항공운항사: Skywest DBA United Express,BUR,ICN
112,09-01,금,오전 9:00,이코노미,09-03,일,오전 4:20,27:20,2,"1,420,991",유나이티드항공,BUR,ICN
113,09-01,금,오전 7:30,이코노미,09-02,토,오후 5:45,18:15,2,"1,422,143","알래스카항공, 아시아나",LAX,ICN
114,09-01,금,오전 12:50,이코노미,09-02,토,오전 11:20,18:30,1,"1,423,294","전일본공수, 아시아나",LAX,GMP
115,09-01,금,오전 12:50,이코노미,09-02,토,오후 2:25,21:35,1,"1,423,294","전일본공수, 아시아나",LAX,GMP
116,09-01,금,오전 12:50,이코노미,09-02,토,오후 10:25,29:35,1,"1,423,294","전일본공수, 아시아나",LAX,GMP
117,09-01,금,오후 4:50,이코노미,09-03,일,오전 11:20,26:30,1,"1,423,294","전일본공수, 아시아나",LAX,GMP
118,09-01,금,오후 4:50,이코노미,09-03,일,오후 2:25,29:35,1,"1,423,294","전일본공수, 아시아나",LAX,GMP
119,09-01,금,오후 12:45,이코노미,09-02,토,오후 10:05,17:20,1,"1,424,318","전일본공수, 아시아나",LAX,ICN
120,09-01,금,오전 7:45,이코노미,09-03,일,오전 4:00,28:15,2,"1,425,981","알래스카항공, 아시아나",BUR,ICN
121,09-01,금,오전 7:45,이코노미,09-03,일,오전 4:00,28:15,2,"1,425,981","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest",BUR,ICN
122,09-01,금,오후 6:10,이코노미,09-03,일,오후 4:25,30:15,2,"1,426,748","알래스카항공, 에어캐나다운항사: Skywest Airlines as Alaska SkyWest, Air Canada Express - Jazz",BUR,ICN
123,09-01,금,오전 7:45,이코노미,09-03,일,오전 4:00,28:15,2,"1,433,145","알래스카항공, 아시아나",BUR,ICN
124,09-01,금,오전 12:50,이코노미,09-02,토,오전 11:30,18:40,1,"1,433,913","전일본공수, 아시아나",LAX,ICN
125,09-01,금,오전 12:50,이코노미,09-02,토,오후 3:50,23:40,1,"1,433,913","전일본공수, 아시아나",LAX,ICN
126,09-01,금,오후 12:45,이코노미,09-02,토,오후 10:25,17:40,1,"1,436,600","전일본공수, 아시아나",LAX,GMP
127,09-01,금,오전 9:00,이코노미,09-03,일,오전 4:20,27:20,2,"1,449,137",유나이티드항공,BUR,ICN
128,09-01,금,오후 6:10,이코노미,09-03,일,오후 4:25,30:15,3,"1,451,824","알래스카항공, 에어캐나다운항사: Skywest Airlines as Alaska SkyWest, Air Canada Express - Jazz",BUR,ICN
131,09-01,금,오후 6:10,이코노미,09-03,일,오후 4:25,30:15,3,"1,451,824","알래스카항공, 에어캐나다운항사: Skywest Airlines as Alaska SkyWest, Horizon Air as Alaska Horizon, Air Canada Express - Jazz",BUR,ICN
132,09-01,금,오전 12:15,이코노미,09-02,토,오후 2:10,21:55,1,"1,459,756",캐세이패시픽항공,LAX,ICN
133,09-01,금,오전 1:15,이코노미,09-02,토,오후 2:10,20:55,1,"1,459,756",캐세이패시픽항공,LAX,ICN
134,09-01,금,오후 4:38,이코노미,09-03,일,오후 3:30,30:52,2,"1,463,978",아메리칸항공운항사: Envoy Air as American Eagle,BUR,ICN
135,09-01,금,오후 6:10,이코노미,09-03,일,오후 4:25,30:15,2,"1,467,202","알래스카항공, 에어캐나다운항사: Skywest Airlines as Alaska SkyWest, Air Canada Express - Jazz",BUR,ICN
136,09-01,금,오후 1:05,이코노미,09-03,일,오전 4:00,22:55,2,"1,468,968","알래스카항공, 아시아나",BUR,ICN
137,09-01,금,오후 6:10,이코노미,09-03,일,오후 4:25,30:15,3,"1,468,968","알래스카항공, 에어캐나다운항사: Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest, Air Canada Express - Jazz",BUR,ICN
139,09-01,금,오전 6:00,이코노미,09-02,토,오후 5:45,19:45,1,"1,472,038","알래스카항공, 아시아나",LAX,ICN
140,09-01,금,오전 9:45,이코노미,09-02,토,오후 5:45,16:45,1,"1,472,038","알래스카항공, 아시아나",LAX,ICN
141,09-01,금,오전 1:05,이코노미,09-02,토,오후 12:00,18:55,2,"1,480,738","아메리칸항공, 일본항공, 대한항공",LAX,ICN
143,09-01,금,오전 7:00,이코노미,09-03,일,오후 3:30,40:30,1,"1,482,529",아메리칸항공,BUR,ICN
144,09-01,금,오후 1:15,이코노미,09-03,일,오전 4:00,22:45,1,"1,483,552","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
145,09-01,금,오후 4:35,이코노미,09-04,월,오전 6:20,45:45,1,"1,497,114",LOT 폴란드항공,LAX,ICN
146,09-01,금,오전 11:30,이코노미,09-03,일,오전 4:00,24:30,2,"1,500,184","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest",BUR,ICN
147,09-01,금,오전 11:30,이코노미,09-03,일,오전 4:00,24:30,3,"1,502,743","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest",BUR,ICN
148,09-01,금,오후 2:12,이코노미,09-03,일,오후 2:45,32:33,1,"1,502,820",유나이티드항공운항사: Skywest DBA United Express,BUR,ICN
149,09-01,금,오전 1:05,이코노미,09-02,토,오후 1:40,20:35,2,"1,502,871","아메리칸항공, 일본항공, 대한항공",LAX,GMP
150,09-01,금,오전 10:30,이코노미,09-02,토,오후 10:35,20:05,2,"1,519,119","아메리칸항공, 일본항공, 대한항공",LAX,ICN
151,09-01,금,오전 1:05,이코노미,09-02,토,오전 11:45,18:40,1,"1,519,247","아메리칸항공, 대한항공일본항공",LAX,GMP
152,09-01,금,오전 1:05,이코노미,09-02,토,오후 2:45,21:40,1,"1,519,247","아메리칸항공, 대한항공일본항공",LAX,GMP
153,09-01,금,오전 1:05,이코노미,09-02,토,오후 10:05,29:40,1,"1,519,247","아메리칸항공, 대한항공",LAX,GMP
154,09-01,금,오전 10:30,이코노미,09-02,토,오후 10:05,19:35,1,"1,519,247","아메리칸항공, 대한항공일본항공",LAX,GMP
155,09-01,금,오전 10:30,이코노미,09-03,일,오전 11:45,33:15,1,"1,519,247","아메리칸항공, 대한항공",LAX,GMP
156,09-01,금,오후 8:25,이코노미,09-03,일,오후 7:00,30:35,2,"1,521,933","알래스카항공, 하와이안항공",BUR,ICN
157,09-01,금,오전 7:00,이코노미,09-02,토,오후 5:45,18:45,1,"1,525,771","알래스카항공, 아시아나",BUR,ICN
158,09-01,금,오전 1:05,이코노미,09-02,토,오전 11:45,18:40,1,"1,529,865","아메리칸항공, 대한항공일본항공",LAX,ICN
159,09-01,금,오전 1:05,이코노미,09-02,토,오후 4:30,23:25,1,"1,529,865","아메리칸항공, 대한항공일본항공",LAX,ICN
160,09-01,금,오후 10:40,이코노미,09-03,일,오전 11:20,20:40,2,"1,535,239","유나이티드항공, 전일본공수, 아시아나",LAX,GMP
161,09-01,금,오후 7:34,이코노미,09-03,일,오후 4:25,28:51,1,"1,538,053","유나이티드항공, 에어캐나다",LAX,ICN
162,09-01,금,오후 5:03,이코노미,09-03,일,오후 4:30,31:27,2,"1,543,299",델타항공운항사: Skywest DBA Delta Connection,BUR,ICN
163,09-01,금,오후 10:35,이코노미,09-03,일,오후 2:45,24:10,2,"1,543,299",유나이티드항공,LAX,ICN
165,09-01,금,오전 10:30,이코노미,09-02,토,오후 5:45,15:15,1,"1,584,622","알래스카항공, 아시아나",BUR,ICN
166,09-01,금,오후 10:20,이코노미,09-03,일,오후 5:30,27:10,1,"1,623,758",에어캐나다,LAX,ICN
167,09-01,금,오후 6:57,이코노미,09-03,일,오후 2:45,27:48,1,"1,647,989",유나이티드항공운항사: Skywest DBA United Express,BUR,ICN
168,09-01,금,오전 7:00,이코노미,09-03,일,오전 4:00,29:48,2,"1,649,870","알래스카항공, 아시아나",BUR,ICN
170,09-01,금,오전 7:00,이코노미,09-03,일,오전 4:00,29:48,2,"1,657,034","알래스카항공, 아시아나",BUR,ICN
173,09-01,금,오전 10:39,이코노미,09-03,일,오후 2:45,36:06,1,"1,676,250",유나이티드항공운항사: Skywest DBA United Express,BUR,ICN
174,09-01,금,오전 10:30,이코노미,09-03,일,오전 4:00,25:30,2,"1,708,720","알래스카항공, 아시아나",BUR,ICN
175,09-01,금,오전 10:30,이코노미,09-03,일,오전 4:00,25:30,2,"1,715,885","알래스카항공, 아시아나",BUR,ICN
177,09-01,금,오전 12:50,이코노미,09-02,토,오전 11:05,18:15,1,"1,758,616",전일본공수,LAX,GMP
178,09-01,금,오전 12:50,이코노미,09-02,토,오후 2:25,21:35,1,"1,758,616",전일본공수,LAX,GMP
179,09-01,금,오후 4:10,이코노미,09-03,일,오전 11:05,26:55,2,"1,764,373","유나이티드항공, 전일본공수",LAX,GMP
180,09-01,금,오전 7:00,이코노미,09-02,토,오후 4:05,17:05,1,"1,785,610",델타항공,LAX,ICN
181,09-01,금,오전 9:14,이코노미,09-02,토,오후 4:40,15:26,1,"1,785,610","델타항공, 대한항공",LAX,ICN
182,09-01,금,오후 9:08,이코노미,09-03,일,오후 4:05,26:57,1,"1,785,610",델타항공,LAX,ICN
183,09-01,금,오전 7:00,이코노미,09-02,토,오후 10:05,23:05,2,"1,800,067","델타항공, 대한항공",LAX,GMP
184,09-01,금,오후 4:05,이코노미,09-03,일,오후 4:05,32:05,1,"1,805,159","알래스카항공, 델타항공대한항공",BUR,ICN
185,09-01,금,오후 8:25,이코노미,09-03,일,오후 4:05,27:40,1,"1,805,159","알래스카항공, 델타항공대한항공",BUR,ICN
186,09-01,금,오후 7:39,이코노미,09-03,일,오후 4:40,29:01,1,"1,807,462","델타항공, 대한항공",LAX,ICN
187,09-01,금,오후 9:08,이코노미,09-03,일,오후 4:40,27:32,1,"1,807,462","델타항공, 대한항공",LAX,ICN
188,09-01,금,오후 5:03,이코노미,09-03,일,오후 4:40,31:37,2,"1,811,300","델타항공, 대한항공운항사: Skywest DBA Delta Connection",BUR,ICN
191,09-01,금,오후 2:12,이코노미,09-03,일,오전 11:05,28:53,2,"1,879,644","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
192,09-01,금,오후 2:12,이코노미,09-03,일,오후 6:35,36:23,2,"1,879,644","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
193,09-01,금,오전 7:00,이코노미,09-03,일,오전 11:05,36:05,2,"1,893,205","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
194,09-01,금,오전 7:00,이코노미,09-03,일,오전 11:05,36:05,2,"1,899,180","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
195,09-01,금,오전 7:00,이코노미,09-03,일,오후 6:35,43:35,2,"1,899,180","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
196,09-01,금,오후 2:12,이코노미,09-03,일,오후 4:25,34:13,2,"1,899,474","유나이티드항공, 에어캐나다운항사: Skywest/United Express",BUR,ICN
197,09-01,금,오후 2:12,이코노미,09-03,일,오후 4:25,34:13,2,"1,899,474","유나이티드항공, 에어캐나다운항사: Skywest DBA United Express, Air Canada Express - Jazz",BUR,ICN
198,09-01,금,오전 6:15,이코노미,09-02,토,오후 10:25,24:10,2,"1,922,758","에어캐나다, 아시아나전일본공수",LAX,GMP
199,09-01,금,오전 9:00,이코노미,09-03,일,오전 4:20,27:20,2,"1,982,121",유나이티드항공,BUR,ICN
202,09-01,금,오전 9:00,이코노미,09-02,토,오후 10:25,21:25,2,"1,999,520","에어캐나다, 아시아나유나이티드항공, 전일본공수",LAX,GMP
203,09-01,금,오후 12:30,이코노미,09-02,토,오후 5:50,13:20,0,"2,029,329",대한항공델타항공,LAX,ICN
204,09-01,금,오후 11:30,이코노미,09-03,일,오전 4:50,13:20,0,"2,029,329",대한항공델타항공,LAX,ICN
205,09-01,금,오전 7:00,이코노미,09-02,토,오후 4:05,17:05,1,"2,035,087","알래스카항공, 델타항공대한항공",BUR,ICN
206,09-01,금,오전 7:00,이코노미,09-02,토,오후 4:40,17:40,1,"2,037,389","델타항공, 대한항공",LAX,ICN
207,09-01,금,오전 8:00,이코노미,09-02,토,오후 4:40,16:40,1,"2,037,389","알래스카항공, 대한항공",LAX,ICN
208,09-01,금,오전 9:30,이코노미,09-03,일,오전 4:00,26:30,3,"2,093,809","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest",BUR,ICN
209,09-01,금,오전 9:00,이코노미,09-03,일,오전 4:20,27:20,3,"2,099,055",유나이티드항공,BUR,ICN
210,09-01,금,오전 9:30,이코노미,09-03,일,오전 4:00,26:30,3,"2,100,974","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest",BUR,ICN
212,09-01,금,오전 10:25,이코노미,09-04,월,오전 6:20,51:55,2,"2,103,737","알래스카항공, LOT 폴란드항공",LAX,ICN
213,09-01,금,오후 2:12,이코노미,09-03,일,오전 11:20,29:08,2,"2,104,684","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
214,09-01,금,오후 2:12,이코노미,09-03,일,오후 2:25,32:13,2,"2,104,684","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
215,09-01,금,오전 7:00,이코노미,09-02,토,오후 10:05,23:05,2,"2,105,836","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,ICN
216,09-01,금,오전 9:00,이코노미,09-03,일,오전 4:20,27:20,3,"2,106,219",유나이티드항공,BUR,ICN
217,09-01,금,오후 9:30,이코노미,09-04,월,오전 6:20,40:50,2,"2,115,687","알래스카항공, LOT 폴란드항공",LAX,ICN
