index,departure_date,departure_day,departure_time,class,arrival_date,arrival_day,arrival_time,flight_time,flight_type,price,airlines,port_d,port_a
20121,09-20,수,오후 2:09,비즈니스,09-22,금,오후 10:25,40:16,2,"5,188,760","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
20122,09-20,수,오후 7:07,비즈니스,09-22,금,오후 10:25,35:18,2,"5,188,760","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
20123,09-20,수,오후 7:07,비즈니스,09-22,금,오후 10:05,34:58,2,"5,190,000","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,ICN
20124,09-20,수,오후 7:07,비즈니스,09-22,금,오후 10:25,35:18,2,"5,202,168","유나이티드항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
20125,09-20,수,오후 2:09,비즈니스,09-22,금,오후 4:25,34:16,2,"5,274,621","유나이티드항공, 에어캐나다운항사: Skywest DBA United Express",BUR,ICN
20126,09-20,수,오후 2:09,비즈니스,09-22,금,오후 4:25,34:16,2,"5,336,032","유나이티드항공, 에어캐나다운항사: Skywest DBA United Express, Air Canada Express - Jazz",BUR,ICN
20127,09-20,수,오전 7:00,비즈니스,09-21,목,오후 10:25,23:25,2,"5,401,410","하와이안항공, 아시아나전일본공수",LAX,GMP
20128,09-20,수,오전 10:00,비즈니스,09-21,목,오후 10:25,20:25,2,"5,401,410","하와이안항공, 아시아나전일본공수",LAX,GMP
20129,09-20,수,오후 2:09,비즈니스,09-22,금,오후 4:25,34:16,2,"5,465,253","유나이티드항공, 에어캐나다운항사: Skywest DBA United Express",BUR,ICN
20130,09-20,수,오전 12:30,비즈니스,09-21,목,오후 12:35,20:05,1,"5,522,570",캐세이패시픽항공,LAX,ICN
20131,09-20,수,오전 12:30,비즈니스,09-21,목,오후 2:10,21:40,1,"5,522,570",캐세이패시픽항공,LAX,ICN
20132,09-20,수,오전 12:30,비즈니스,09-21,목,오후 7:15,26:45,1,"5,522,570",캐세이패시픽항공,LAX,ICN
20133,09-20,수,오전 12:30,비즈니스,09-21,목,오후 9:15,28:45,1,"5,522,570",캐세이패시픽항공,LAX,ICN
20134,09-20,수,오전 7:00,비즈니스,09-21,목,오후 10:25,23:25,2,"5,699,768","하와이안항공, 아시아나전일본공수",LAX,GMP
20135,09-20,수,오전 10:00,비즈니스,09-21,목,오후 10:25,20:25,2,"5,699,768","하와이안항공, 아시아나전일본공수",LAX,GMP
20136,09-20,수,오전 7:00,비즈니스,09-21,목,오후 5:45,18:45,1,"5,763,227","알래스카항공, 아시아나",BUR,ICN
20137,09-20,수,오전 7:00,비즈니스,09-22,금,오전 4:30,29:30,2,"5,763,227","알래스카항공, 아시아나",BUR,ICN
20139,09-20,수,오전 7:00,비즈니스,09-22,금,오전 4:30,29:30,2,"5,770,392","알래스카항공, 아시아나",BUR,ICN
20142,09-20,수,오후 7:07,비즈니스,09-22,금,오후 7:00,31:53,2,"5,796,760","유나이티드항공, 하와이안항공운항사: Skywest DBA United Express",BUR,ICN
20143,09-20,수,오전 10:35,비즈니스,09-21,목,오후 5:45,15:10,1,"5,828,477","알래스카항공, 아시아나",BUR,ICN
20144,09-20,수,오전 10:35,비즈니스,09-22,금,오전 4:30,25:55,2,"5,828,477","알래스카항공, 아시아나",BUR,ICN
20145,09-20,수,오전 10:35,비즈니스,09-22,금,오전 4:30,25:55,2,"5,835,641","알래스카항공, 아시아나",BUR,ICN
20147,09-20,수,오후 12:00,비즈니스,09-22,금,오전 4:30,24:30,2,"5,900,124","알래스카항공, 아시아나",BUR,ICN
20149,09-20,수,오후 12:00,비즈니스,09-22,금,오전 4:30,24:30,2,"5,907,289","알래스카항공, 아시아나",BUR,ICN
20150,09-20,수,오전 7:45,비즈니스,09-21,목,오후 5:45,18:30,2,"5,916,756","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest",BUR,ICN
20151,09-20,수,오전 12:50,비즈니스,09-21,목,오후 2:25,21:35,1,"6,063,888","아메리칸항공, 전일본공수",LAX,GMP
20152,09-20,수,오전 12:50,비즈니스,09-21,목,오후 6:35,25:45,1,"6,063,888","아메리칸항공, 전일본공수",LAX,GMP
20153,09-20,수,오전 10:18,비즈니스,09-21,목,오후 6:35,16:17,1,"6,063,888","아메리칸항공, 전일본공수",LAX,GMP
20154,09-20,수,오전 12:50,비즈니스,09-21,목,오전 11:30,18:40,1,"6,074,507","아메리칸항공, 아시아나전일본공수",LAX,ICN
20155,09-20,수,오전 12:50,비즈니스,09-21,목,오후 10:00,29:10,1,"6,178,011","아메리칸항공, 일본항공",LAX,GMP
20156,09-20,수,오전 10:18,비즈니스,09-21,목,오후 10:00,19:42,1,"6,178,011","아메리칸항공, 일본항공",LAX,GMP
20157,09-20,수,오후 2:05,비즈니스,09-21,목,오후 10:00,15:55,1,"6,178,011",일본항공,LAX,GMP
20158,09-20,수,오전 6:00,비즈니스,09-21,목,오후 10:00,24:55,2,"6,183,769","알래스카항공, 일본항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
20159,09-20,수,오전 8:20,비즈니스,09-21,목,오후 10:00,21:40,2,"6,183,769","알래스카항공, 일본항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
20160,09-20,수,오전 8:51,비즈니스,09-21,목,오후 10:00,21:09,2,"6,183,769","아메리칸항공, 일본항공운항사: Skywest Airlines as American Eagle",LAX,GMP
20161,09-20,수,오전 8:00,비즈니스,09-21,목,오후 10:00,22:09,2,"6,197,075","알래스카항공, 일본항공",LAX,GMP
20162,09-20,수,오전 9:45,비즈니스,09-21,목,오후 10:00,20:15,2,"6,197,075","알래스카항공, 일본항공",LAX,GMP
20163,09-20,수,오전 7:00,비즈니스,09-21,목,오후 10:00,23:15,2,"6,229,060","알래스카항공, 일본항공",BUR,GMP
20164,09-20,수,오전 7:45,비즈니스,09-21,목,오후 10:00,22:15,3,"6,229,060","알래스카항공, 일본항공운항사: Skywest Airlines as Alaska SkyWest",BUR,GMP
20165,09-20,수,오전 12:05,비즈니스,09-21,목,오전 11:10,19:05,1,"6,234,817",중화항공,LAX,ICN
20166,09-20,수,오전 12:05,비즈니스,09-21,목,오후 7:45,27:40,1,"6,234,817",중화항공,LAX,ICN
20167,09-20,수,오전 9:00,비즈니스,09-21,목,오후 10:25,21:25,2,"6,292,007","에어캐나다, 아시아나유나이티드항공, 전일본공수",LAX,GMP
20168,09-20,수,오후 7:07,비즈니스,09-22,금,오후 5:30,30:23,2,"6,294,297","유나이티드항공, 에어캐나다운항사: Skywest/United Express",BUR,ICN
20169,09-20,수,오후 7:07,비즈니스,09-22,금,오후 12:35,25:28,2,"6,329,238","유나이티드항공, 캐세이패시픽항공운항사: Skywest DBA United Express",BUR,ICN
20170,09-20,수,오후 7:07,비즈니스,09-22,금,오후 2:10,27:03,2,"6,329,238","유나이티드항공, 캐세이패시픽항공운항사: Skywest DBA United Express",BUR,ICN
20171,09-20,수,오후 7:25,비즈니스,09-22,금,오후 2:55,27:30,2,"6,368,004",유나이티드항공,LAX,ICN
20172,09-20,수,오전 12:15,비즈니스,09-22,금,오후 12:50,44:35,1,"6,403,699",에바항공,LAX,GMP
20173,09-20,수,오전 12:50,비즈니스,09-22,금,오후 12:50,44:35,1,"6,403,699",에바항공,LAX,GMP
20174,09-20,수,오전 9:10,비즈니스,09-22,금,오전 4:20,27:10,2,"6,431,974",유나이티드항공,BUR,ICN
20177,09-20,수,오후 7:07,비즈니스,09-22,금,오후 4:25,29:18,2,"6,447,839","유나이티드항공, 에어캐나다운항사: Skywest DBA United Express, Air Canada Express - Jazz",BUR,ICN
20178,09-20,수,오후 12:33,비즈니스,09-22,금,오전 4:30,23:57,3,"6,474,578","알래스카항공, 아시아나운항사: Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest",BUR,ICN
20180,09-20,수,오전 12:30,비즈니스,09-22,금,오전 7:10,38:40,2,"6,490,059","캐세이패시픽항공, 말레이항공",LAX,ICN
20182,09-20,수,오후 2:09,비즈니스,09-22,금,오후 4:25,34:16,2,"6,563,254","유나이티드항공, 에어캐나다운항사: Skywest DBA United Express, Air Canada Express - Jazz",BUR,ICN
20183,09-20,수,오전 12:50,비즈니스,09-21,목,오전 11:05,18:15,1,"6,614,034","아메리칸항공, 전일본공수",LAX,GMP
20184,09-20,수,오전 12:50,비즈니스,09-21,목,오전 11:20,18:30,1,"6,614,034","아메리칸항공, 아시아나전일본공수",LAX,GMP
20185,09-20,수,오전 12:50,비즈니스,09-21,목,오후 2:25,21:35,1,"6,614,034","아메리칸항공, 아시아나전일본공수",LAX,GMP
20186,09-20,수,오전 12:50,비즈니스,09-21,목,오후 10:25,29:35,1,"6,614,034","아메리칸항공, 아시아나전일본공수",LAX,GMP
20187,09-20,수,오전 10:18,비즈니스,09-21,목,오후 10:25,20:07,1,"6,614,034","아메리칸항공, 아시아나전일본공수",LAX,GMP
20188,09-20,수,오전 10:18,비즈니스,09-22,금,오전 11:05,32:47,1,"6,614,034","아메리칸항공, 전일본공수",LAX,GMP
20189,09-20,수,오전 12:50,비즈니스,09-21,목,오후 12:40,19:50,2,"6,636,040","아메리칸항공, 전일본공수, 아시아나운항사: ANA Wings",LAX,ICN
20190,09-20,수,오전 12:50,비즈니스,09-21,목,오후 1:15,20:25,2,"6,636,040","아메리칸항공, 전일본공수, 아시아나운항사: ANA Wings",LAX,GMP
20191,09-20,수,오후 8:30,비즈니스,09-22,금,오후 10:00,33:30,2,"6,726,750","알래스카항공, 일본항공",BUR,GMP
20192,09-20,수,오전 12:50,비즈니스,09-21,목,오후 1:15,20:25,2,"6,726,878","아메리칸항공, 일본항공, 아시아나전일본공수",LAX,GMP
20193,09-20,수,오전 12:50,비즈니스,09-21,목,오후 1:00,20:10,2,"6,730,333","아메리칸항공, 전일본공수, 아시아나",LAX,ICN
20195,09-20,수,오전 10:18,비즈니스,09-21,목,오후 10:10,19:52,2,"6,730,333","아메리칸항공, 전일본공수, 아시아나",LAX,ICN
20197,09-20,수,오후 5:04,비즈니스,09-22,금,오후 5:20,32:16,2,"6,820,403","델타항공, 대한항공운항사: Skywest DBA Delta Connection",BUR,ICN
20199,09-20,수,오후 10:35,비즈니스,09-22,금,오후 6:35,28:16,2,"6,825,776","유나이티드항공, 전일본공수",LAX,GMP
20200,09-20,수,오후 5:04,비즈니스,09-22,금,오후 4:05,31:01,2,"6,882,774",델타항공운항사: Skywest DBA Delta Connection,BUR,ICN
20201,09-20,수,오전 6:15,비즈니스,09-21,목,오후 10:25,24:10,2,"6,945,273","에어캐나다, 아시아나",LAX,GMP
20202,09-20,수,오후 8:30,비즈니스,09-22,금,오후 10:00,33:30,3,"6,952,182","알래스카항공, 일본항공",BUR,GMP
20203,09-20,수,오후 7:07,비즈니스,09-22,금,오후 7:00,31:53,2,"6,966,806","유나이티드항공, 하와이안항공운항사: Skywest DBA United Express",BUR,ICN
20204,09-20,수,오후 9:20,비즈니스,09-22,금,오후 3:35,26:15,1,"6,970,222",싱가포르항공,LAX,ICN
20205,09-20,수,오후 9:20,비즈니스,09-22,금,오후 10:15,32:55,1,"6,970,222",싱가포르항공,LAX,ICN
20206,09-20,수,오후 11:40,비즈니스,09-22,금,오후 10:15,30:35,1,"6,970,222",싱가포르항공,LAX,ICN
20207,09-20,수,오후 2:55,비즈니스,09-22,금,오전 11:00,28:05,1,"7,035,983","일본항공, 아시아나아메리칸항공, 전일본공수",LAX,ICN
20208,09-20,수,오후 4:50,비즈니스,09-22,금,오전 11:20,26:30,1,"7,045,067","전일본공수, 아시아나유나이티드항공",LAX,GMP
20209,09-20,수,오후 10:35,비즈니스,09-22,금,오전 11:20,20:45,2,"7,050,824","유나이티드항공, 전일본공수, 아시아나",LAX,GMP
20210,09-20,수,오후 7:50,비즈니스,09-22,금,오전 4:30,16:40,1,"7,129,508","유나이티드항공, 아시아나",LAX,ICN
20211,09-20,수,오후 2:09,비즈니스,09-22,금,오전 11:20,29:11,2,"7,281,118","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
20212,09-20,수,오후 7:07,비즈니스,09-22,금,오전 11:20,24:13,2,"7,281,118","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
20213,09-20,수,오전 7:00,비즈니스,09-21,목,오후 10:05,23:05,2,"7,282,397","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,ICN
20214,09-20,수,오전 7:00,비즈니스,09-21,목,오후 10:25,23:25,2,"7,294,424","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
20215,09-20,수,오후 6:45,비즈니스,09-22,금,오전 11:20,24:35,1,"7,315,662",핀란드항공영국항공,LAX,ICN
20216,09-20,수,오후 12:15,비즈니스,09-22,금,오전 11:20,31:05,2,"7,321,419","아메리칸항공, 핀란드항공",LAX,ICN
20217,09-20,수,오전 7:00,비즈니스,09-22,금,오전 11:20,36:20,2,"7,321,803","유나이티드항공, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
20218,09-20,수,오후 9:35,비즈니스,09-23,토,오전 6:20,40:45,2,"7,792,498","알래스카항공, LOT 폴란드항공",LAX,ICN
20219,09-20,수,오후 9:35,비즈니스,09-23,토,오전 9:10,43:35,2,"7,792,498","알래스카항공, LOT 폴란드항공",LAX,ICN
20220,09-20,수,오후 1:35,비즈니스,09-22,금,오전 11:05,29:30,1,"7,827,426","일본항공, 전일본공수아메리칸항공",LAX,GMP
20221,09-20,수,오후 4:35,비즈니스,09-23,토,오전 6:20,45:45,1,"7,858,388",LOT 폴란드항공,LAX,ICN
20222,09-20,수,오후 4:35,비즈니스,09-23,토,오전 9:10,48:35,1,"7,858,388",LOT 폴란드항공,LAX,ICN
20223,09-20,수,오전 12:30,비즈니스,09-22,금,오전 7:10,38:40,2,"8,001,042","캐세이패시픽항공, 말레이항공",LAX,ICN
20224,09-20,수,오후 10:50,비즈니스,09-22,금,오후 2:35,23:45,1,"8,126,040","버진 애틀랜틱항공, 대한항공",LAX,ICN
20225,09-20,수,오전 7:00,비즈니스,09-22,금,오전 5:25,30:25,2,"8,138,578","알래스카항공, 대한항공",BUR,ICN
20226,09-20,수,오후 8:30,비즈니스,09-22,금,오후 5:20,28:50,2,"8,138,578","알래스카항공, 대한항공",BUR,ICN
20228,09-20,수,오전 7:00,비즈니스,09-22,금,오후 4:40,41:40,1,"8,165,164","알래스카항공, 대한항공",BUR,ICN
20229,09-20,수,오전 10:35,비즈니스,09-22,금,오전 5:25,26:50,2,"8,203,828","알래스카항공, 대한항공",BUR,ICN
20230,09-20,수,오후 12:00,비즈니스,09-22,금,오전 5:25,25:25,2,"8,268,310","알래스카항공, 대한항공",BUR,ICN
20231,09-20,수,오후 7:15,비즈니스,09-22,금,오후 4:40,29:25,2,"8,285,442","알래스카항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest, Skywest Airlines as Alaska SkyWest",BUR,ICN
20232,09-20,수,오후 12:00,비즈니스,09-22,금,오후 4:40,36:40,1,"8,312,335","알래스카항공, 대한항공",BUR,ICN
20233,09-20,수,오후 1:55,비즈니스,09-22,금,오전 9:25,27:30,1,"8,530,461",터키항공,LAX,ICN
20234,09-20,수,오후 1:55,비즈니스,09-22,금,오후 5:40,35:45,1,"8,530,461",터키항공,LAX,ICN
20235,09-20,수,오후 6:35,비즈니스,09-22,금,오후 5:40,31:05,1,"8,530,461",터키항공,LAX,ICN
20236,09-20,수,오후 9:35,비즈니스,09-23,토,오전 9:10,43:35,2,"8,631,381","알래스카항공, LOT 폴란드항공",LAX,ICN
20237,09-20,수,오전 12:50,비즈니스,09-21,목,오전 11:05,18:15,1,"8,751,927",전일본공수유나이티드항공,LAX,GMP
20238,09-20,수,오후 4:50,비즈니스,09-22,금,오전 11:05,26:15,1,"8,751,927",전일본공수유나이티드항공,LAX,GMP
20239,09-20,수,오후 6:45,비즈니스,09-22,금,오전 11:05,24:20,2,"8,757,684","유나이티드항공, 전일본공수",LAX,GMP
20240,09-20,수,오후 7:50,비즈니스,09-22,금,오전 11:05,23:15,2,"8,757,684","유나이티드항공, 전일본공수",LAX,GMP
20241,09-20,수,오후 10:35,비즈니스,09-22,금,오전 11:05,20:30,2,"8,757,684","유나이티드항공, 전일본공수",LAX,GMP
20242,09-20,수,오후 12:45,비즈니스,09-22,금,오전 11:05,30:20,1,"8,765,232",전일본공수,LAX,GMP
20243,09-20,수,오전 12:50,비즈니스,09-21,목,오후 10:25,29:35,1,"8,976,975","전일본공수, 아시아나",LAX,GMP
20244,09-20,수,오후 12:45,비즈니스,09-21,목,오후 10:05,17:20,1,"8,977,999","전일본공수, 아시아나",LAX,ICN
20245,09-20,수,오전 12:50,비즈니스,09-21,목,오후 3:50,23:20,1,"8,987,594","전일본공수, 아시아나",LAX,ICN
20246,09-20,수,오후 2:09,비즈니스,09-22,금,오전 11:05,28:56,2,"8,987,978","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
20247,09-20,수,오후 7:07,비즈니스,09-22,금,오전 11:05,23:58,2,"8,987,978","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
20248,09-20,수,오후 12:45,비즈니스,09-21,목,오후 10:25,17:40,1,"8,990,281","전일본공수, 아시아나",LAX,GMP
20249,09-20,수,오전 7:00,비즈니스,09-22,금,오전 11:05,36:05,2,"9,001,284","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
20250,09-20,수,오전 7:00,비즈니스,09-22,금,오전 11:05,36:05,2,"9,035,520","유나이티드항공, 전일본공수운항사: Skywest DBA United Express",BUR,GMP
20251,09-20,수,오후 7:07,비즈니스,09-22,금,오후 12:35,25:28,2,"9,221,726","유나이티드항공, 캐세이패시픽항공운항사: Skywest DBA United Express",BUR,ICN
20252,09-20,수,오후 7:07,비즈니스,09-22,금,오후 2:10,27:03,2,"9,221,726","유나이티드항공, 캐세이패시픽항공운항사: Skywest DBA United Express",BUR,ICN
20253,09-20,수,오전 7:00,비즈니스,09-21,목,오후 10:25,23:25,3,"9,325,614","유나이티드항공, 에어캐나다, 전일본공수, 아시아나운항사: Skywest DBA United Express",BUR,GMP
20254,09-20,수,오전 7:00,비즈니스,09-21,목,오후 10:25,23:25,3,"9,325,614","유나이티드항공, 에어캐나다, 전일본공수, 아시아나운항사: Skywest DBA United Express, Air Canada Express - Jazz",BUR,GMP
20255,09-20,수,오후 2:20,비즈니스,09-22,금,오전 9:50,27:30,2,"9,432,061",싱가포르항공,LAX,ICN
20256,09-20,수,오후 2:05,비즈니스,09-21,목,오후 10:25,16:20,1,"9,453,043","일본항공, 아시아나아메리칸항공, 전일본공수",LAX,GMP
20257,09-20,수,오후 2:05,비즈니스,09-22,금,오전 11:05,29:20,1,"9,453,043","일본항공, 전일본공수아메리칸항공",LAX,GMP
20258,09-20,수,오후 2:05,비즈니스,09-22,금,오전 11:20,29:15,1,"9,453,043","일본항공, 아시아나아메리칸항공, 전일본공수",LAX,GMP
20259,09-20,수,오후 2:05,비즈니스,09-22,금,오후 2:25,32:20,1,"9,453,043","일본항공, 아시아나아메리칸항공, 전일본공수",LAX,GMP
20260,09-20,수,오후 2:55,비즈니스,09-21,목,오후 10:25,15:30,1,"9,538,507","일본항공, 아시아나아메리칸항공, 전일본공수",LAX,GMP
20261,09-20,수,오후 2:55,비즈니스,09-22,금,오후 1:15,30:20,1,"9,538,507","일본항공, 아시아나아메리칸항공, 전일본공수",LAX,GMP
20262,09-20,수,오전 10:35,비즈니스,09-22,금,오전 11:05,32:30,3,"9,976,961","알래스카항공, 전일본공수운항사: Skywest Airlines as Alaska SkyWest",BUR,GMP
20263,09-20,수,오후 8:30,비즈니스,09-22,금,오후 5:45,29:15,2,"9,994,105","알래스카항공, 하와이안항공, 대한항공",BUR,ICN
20264,09-20,수,오전 10:35,비즈니스,09-21,목,오후 10:25,19:50,3,"10,010,098","알래스카항공, 전일본공수, 아시아나운항사: Skywest Airlines as Alaska SkyWest",BUR,GMP
20265,09-20,수,오후 8:30,비즈니스,09-22,금,오후 5:45,29:15,2,"10,028,777","알래스카항공, 대한항공",BUR,ICN
20266,09-20,수,오후 5:10,비즈니스,09-22,금,오전 9:55,24:45,1,"10,202,521",루프트한자,LAX,ICN
20267,09-20,수,오전 9:10,비즈니스,09-22,금,오전 9:55,32:45,2,"10,208,406","유나이티드항공, 루프트한자",BUR,ICN
20268,09-20,수,오후 3:00,비즈니스,09-22,금,오전 9:45,26:45,1,"10,225,679",루프트한자,LAX,ICN
20269,09-20,수,오전 9:10,비즈니스,09-22,금,오전 9:45,32:35,2,"10,231,691","유나이티드항공, 루프트한자",BUR,ICN
20270,09-20,수,오전 10:39,비즈니스,09-22,금,오전 9:45,31:06,2,"10,231,691","유나이티드항공, 루프트한자운항사: Skywest DBA United Express",BUR,ICN
20271,09-20,수,오후 3:00,비즈니스,09-22,금,오전 9:55,26:55,2,"10,250,243",루프트한자,LAX,ICN
20272,09-20,수,오전 7:00,비즈니스,09-21,목,오후 4:40,17:40,2,"10,269,306","유나이티드항공, 대한항공운항사: Skywest DBA United Express",BUR,ICN
20273,09-20,수,오전 7:00,비즈니스,09-23,토,오후 9:15,70:15,3,"10,269,306","유나이티드항공, 스위스항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
20274,09-20,수,오전 10:39,비즈니스,09-23,토,오후 9:15,66:36,3,"10,269,306","유나이티드항공, 스위스항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
20275,09-20,수,오후 2:09,비즈니스,09-23,토,오후 9:15,63:06,3,"10,269,306","유나이티드항공, 스위스항공, 아시아나운항사: Skywest DBA United Express",BUR,GMP
20276,09-20,수,오후 11:20,비즈니스,09-23,토,오후 9:15,53:55,3,"10,269,306","유나이티드항공, 스위스항공, 아시아나",LAX,GMP
20277,09-20,수,오후 11:59,비즈니스,09-23,토,오후 9:15,53:16,3,"10,269,306","유나이티드항공, 스위스항공, 아시아나",LAX,GMP
20278,09-20,수,오후 11:59,비즈니스,09-23,토,오후 9:15,53:16,3,"10,270,202","유나이티드항공, 오스트리아항공, 아시아나",LAX,GMP
20279,09-20,수,오후 7:07,비즈니스,09-23,토,오후 10:25,59:18,4,"10,334,428","유나이티드항공, 루프트한자, 아시아나운항사: Skywest DBA United Express",BUR,GMP
20282,09-20,수,오후 8:30,비즈니스,09-22,금,오후 12:50,24:20,2,"11,002,536","알래스카항공, 에바항공",BUR,GMP
20283,09-20,수,오후 8:30,비즈니스,09-22,금,오전 11:00,22:30,2,"11,002,664","알래스카항공, 에바항공아시아나",BUR,ICN
20284,09-20,수,오후 8:30,비즈니스,09-22,금,오후 6:45,30:15,2,"11,002,664","알래스카항공, 에바항공",BUR,ICN
20285,09-20,수,오후 4:15,비즈니스,09-22,금,오후 12:50,28:35,2,"11,067,785","알래스카항공, 에바항공",BUR,GMP
20286,09-20,수,오후 4:15,비즈니스,09-22,금,오전 11:00,26:45,2,"11,067,913","알래스카항공, 에바항공아시아나",BUR,ICN
20287,09-20,수,오전 10:35,비즈니스,09-22,금,오후 12:50,34:15,2,"11,106,449","알래스카항공, 에바항공",BUR,GMP
20288,09-20,수,오전 10:35,비즈니스,09-22,금,오전 11:00,32:25,2,"11,106,577","알래스카항공, 에바항공",BUR,ICN
20289,09-20,수,오전 12:05,비즈니스,09-21,목,오후 4:40,24:35,2,"11,128,557","중화항공, 대한항공",LAX,GMP
20290,09-20,수,오후 12:00,비즈니스,09-22,금,오후 12:50,32:50,2,"11,139,432","알래스카항공, 에바항공",BUR,GMP
20291,09-20,수,오후 12:00,비즈니스,09-22,금,오전 11:00,31:50,2,"11,139,560","알래스카항공, 에바항공",BUR,ICN
20292,09-20,수,오전 7:00,비즈니스,09-21,목,오후 5:20,18:20,1,"11,305,627","유나이티드항공, 대한항공운항사: Skywest DBA United Express",BUR,ICN
20293,09-20,수,오전 10:39,비즈니스,09-22,금,오후 5:20,38:41,1,"11,344,048","유나이티드항공, 대한항공운항사: Skywest DBA United Express",BUR,ICN
20294,09-20,수,오후 2:09,비즈니스,09-22,금,오후 5:20,35:11,1,"11,421,044","유나이티드항공, 대한항공운항사: Skywest DBA United Express",BUR,ICN
20295,09-20,수,오후 2:05,퍼스트,09-21,목,오후 10:00,15:55,1,"11,477,324",일본항공,LAX,GMP
20296,09-20,수,오전 8:20,퍼스트,09-21,목,오후 5:20,17:55,1,"12,271,454","델타항공, 대한항공",LAX,ICN
20297,09-20,수,오후 12:30,퍼스트,09-21,목,오후 5:50,13:20,0,"14,964,226",대한항공델타항공,LAX,ICN
20298,09-20,수,오후 2:05,퍼스트,09-21,목,오후 10:05,16:20,1,"11,477,324","일본항공, 대한항공",LAX,GMP
20299,09-20,수,오후 2:05,퍼스트,09-22,금,오전 4:35,22:30,1,"11,477,324","일본항공, 대한항공",LAX,ICN
20300,09-20,수,오후 2:05,퍼스트,09-22,금,오전 11:45,29:40,1,"11,477,324","일본항공, 대한항공",LAX,GMP
20301,09-20,수,오후 2:05,퍼스트,09-22,금,오후 2:45,32:40,1,"11,477,324","일본항공, 대한항공",LAX,GMP
20302,09-20,수,오전 6:00,퍼스트,09-21,목,오후 10:00,24:40,2,"11,483,081","알래스카항공, 일본항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
20303,09-20,수,오전 6:00,퍼스트,09-21,목,오후 10:05,24:05,2,"11,483,081","알래스카항공, 일본항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
20304,09-20,수,오전 8:20,퍼스트,09-21,목,오후 10:00,21:40,2,"11,483,081","알래스카항공, 일본항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
20305,09-20,수,오전 8:20,퍼스트,09-21,목,오후 10:05,21:45,2,"11,483,081","알래스카항공, 일본항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest",LAX,GMP
20306,09-20,수,오전 8:51,퍼스트,09-21,목,오후 10:00,21:09,2,"11,483,081","아메리칸항공, 일본항공운항사: Skywest Airlines as American Eagle",LAX,GMP
20307,09-20,수,오전 8:51,퍼스트,09-21,목,오후 10:05,21:14,2,"11,483,081","아메리칸항공, 일본항공, 대한항공운항사: Skywest Airlines as American Eagle",LAX,GMP
20308,09-20,수,오전 10:39,퍼스트,09-22,금,오전 9:45,31:06,2,"11,763,144","유나이티드항공, 루프트한자운항사: Skywest DBA United Express",BUR,ICN
20309,09-20,수,오후 8:30,퍼스트,09-22,금,오후 10:00,33:30,3,"12,080,054","알래스카항공, 일본항공",BUR,GMP
20310,09-20,수,오전 6:00,퍼스트,09-21,목,오후 5:20,19:20,1,"12,270,302","알래스카항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
20311,09-20,수,오전 8:20,퍼스트,09-21,목,오후 5:20,17:20,1,"12,270,302","알래스카항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
20312,09-20,수,오전 8:51,퍼스트,09-21,목,오후 5:20,16:29,1,"12,270,302","아메리칸항공, 대한항공운항사: Skywest Airlines as American Eagle",LAX,ICN
20313,09-20,수,오전 9:40,퍼스트,09-21,목,오후 5:20,15:40,1,"12,270,302","알래스카항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
20314,09-20,수,오전 6:00,퍼스트,09-21,목,오후 5:20,19:20,1,"12,271,454","델타항공, 대한항공",LAX,ICN
20315,09-20,수,오후 7:50,퍼스트,09-22,금,오후 5:20,29:30,1,"12,333,351","알래스카항공, 대한항공운항사: Skywest Airlines as Alaska SkyWest",LAX,ICN
